Date,Category,Product,Quantity,Price,Total,CustomerID,PaymentMethod
2022-05-03,Frozen,Ice Cream,,,,CUST1493,INVALID
2022-07-27,Vegetables,Onion,11.0,99999.0,1099989.0,CUST7858,Card
2021-03-14,Dairy,Milk,1000.0,99999.0,99999000.0,CUST2551,Wallet
2023-11-19,Bakery,Croissant,,166.5,,XXXX,UPI
2022-04-02,Meat,Pork,-5.0,99999.0,-499995.0,,INVALID
2022-11-03,Beverages,Coffee,,361.42,,CUST2564,Wallet
2022-12-30,Beverages,Coke,7.0,-10.0,-70.0,CUST2250,INVALID
2022-10-18,Beverages,Coffee,,246.72,,CUST9180,UPI
2022-06-18,Frozen,Ice Cream,5.0,,,CUST2902,Cash
2021-11-23,Dairy,Cream,4.0,360.9,1443.6,XXXX,Card
2022-10-11,Bakery,Cake,16.0,99999.0,1599984.0,,Wallet
2022-09-16,Vegetables,Onion,-5.0,,,XXXX,Card
2023-03-18,Bakery,Croissant,1000.0,-10.0,-10000.0,,INVALID
2021-12-05,Fruits,Apple,1.0,335.24,335.24,,Cash
2021-03-28,Frozen,Ice Cream,,-10.0,,,Card
2023-09-27,Snacks,Cookies,10.0,-10.0,-100.0,CUST7637,Wallet
2023-02-28,Vegetables,Onion,1.0,-10.0,-10.0,CUST7577,
2023-01-16,Fruits,Banana,1000.0,55.88,55880.0,XXXX,
2022-06-29,Snacks,Chips,-5.0,99999.0,-499995.0,XXXX,
2022-06-11,Meat,Beef,1000.0,104.6,104600.0,XXXX,INVALID
2023-10-04,Fruits,Orange,-5.0,99999.0,-499995.0,,
2023-04-08,Bakery,Croissant,1000.0,99999.0,99999000.0,XXXX,UPI
2021-10-04,Meat,Beef,-5.0,99999.0,-499995.0,CUST4135,INVALID
2022-04-03,Frozen,Frozen Veg,1000.0,99999.0,99999000.0,CUST1337,Cash
2022-06-13,Meat,Fish,1000.0,-10.0,-10000.0,,Wallet
2023-09-14,Beverages,Coke,-5.0,328.28,-1641.3999999999999,,UPI
2022-01-01,Bakery,Bun,-5.0,435.87,-2179.35,XXXX,INVALID
2022-10-05,Beverages,Coffee,,99999.0,,,Card
2022-12-18,Vegetables,Potato,1000.0,34.07,34070.0,,Cash
2021-04-14,Frozen,Frozen Fish,-5.0,-10.0,50.0,CUST7773,INVALID
2021-05-29,Dairy,Cheese,5.0,,,CUST4268,Card
2022-05-22,Snacks,Chocolate,,42.99,,CUST9546,
2021-11-16,Snacks,Nuts,1000.0,,,XXXX,Wallet
2022-12-12,Frozen,Frozen Fish,1000.0,-10.0,-10000.0,CUST3042,Wallet
2021-06-03,Meat,Lamb,17.0,99999.0,1699983.0,CUST3373,
2023-07-21,Frozen,Frozen Meat,,,,,Wallet
2021-10-09,Snacks,Cookies,-5.0,-10.0,50.0,,UPI
2023-06-27,Snacks,Chips,-5.0,273.21,-1366.05,XXXX,UPI
2022-02-08,Bakery,Bread,1000.0,-10.0,-10000.0,CUST1576,Wallet
2023-08-18,Meat,Fish,1000.0,-10.0,-10000.0,CUST8229,INVALID
2021-08-30,Vegetables,Onion,1000.0,-10.0,-10000.0,CUST5894,
2023-03-18,Dairy,Yogurt,1000.0,,,CUST5344,INVALID
2023-05-13,Frozen,Frozen Pizza,13.0,,,CUST8118,Wallet
2023-01-28,Meat,Fish,1000.0,322.92,322920.0,CUST1627,Cash
2023-01-01,Meat,Pork,-5.0,,,CUST9341,UPI
2023-09-16,Fruits,Orange,1000.0,99999.0,99999000.0,,INVALID
2021-04-15,Fruits,Orange,-5.0,,,,Wallet
2023-08-28,Beverages,Coffee,-5.0,482.93,-2414.65,XXXX,UPI
2023-11-20,Dairy,Yogurt,1000.0,159.83,159830.0,,Card
2023-10-12,Beverages,Juice,12.0,99999.0,1199988.0,,UPI
2021-08-07,Beverages,Juice,12.0,236.87,2842.44,XXXX,Cash
2022-02-19,Beverages,Coffee,,-10.0,,XXXX,UPI
2022-09-13,Snacks,Cookies,-5.0,,,XXXX,Cash
2023-01-20,Vegetables,Potato,2.0,99999.0,199998.0,,Wallet
2023-05-11,Frozen,Frozen Fish,1000.0,490.93,490930.0,XXXX,Card
2022-02-16,Fruits,Grapes,14.0,-10.0,-140.0,CUST6147,Cash
2022-11-21,Beverages,Pepsi,1000.0,81.29,81290.0,CUST9275,
2021-04-30,Meat,Beef,1000.0,421.62,421620.0,CUST5248,INVALID
2023-07-01,Meat,Chicken,-5.0,99999.0,-499995.0,CUST6834,UPI
2023-08-11,Dairy,Cheese,3.0,99999.0,299997.0,,Cash
2023-08-16,Beverages,Juice,,99999.0,,XXXX,Cash
2022-03-30,Frozen,Frozen Pizza,-5.0,,,,INVALID
2022-02-05,Beverages,Coke,-5.0,,,,Cash
2022-05-08,Snacks,Cookies,,465.78,,XXXX,Card
2023-12-06,Frozen,Frozen Veg,-5.0,99999.0,-499995.0,CUST9331,UPI
2022-08-29,Snacks,Chocolate,5.0,,,CUST5772,Cash
2022-02-27,Meat,Beef,,,,,
2021-03-11,Bakery,Croissant,11.0,99999.0,1099989.0,CUST4517,
2022-11-22,Bakery,Donut,,,,CUST3671,UPI
2022-10-08,Fruits,Orange,1000.0,99999.0,99999000.0,CUST4763,UPI
2023-03-12,Meat,Lamb,-5.0,330.62,-1653.1,XXXX,Wallet
2021-07-10,Beverages,Water,,-10.0,,CUST1703,INVALID
2023-01-01,Beverages,Coffee,18.0,-10.0,-180.0,,Card
2021-12-20,Snacks,Chips,17.0,-10.0,-170.0,XXXX,UPI
2021-07-07,Snacks,Chips,13.0,440.49,5726.37,,
2021-10-08,Frozen,Frozen Fish,1000.0,,,XXXX,UPI
2021-06-27,Snacks,Nuts,,,,,Cash
2023-08-01,Snacks,Candy,1.0,-10.0,-10.0,,UPI
2021-04-20,Fruits,Mango,12.0,206.08,2472.96,CUST9161,
2021-01-20,Vegetables,Onion,,,,,
2021-05-15,Beverages,Water,,-10.0,,CUST7536,
2022-07-29,Dairy,Butter,-5.0,,,XXXX,
2022-07-19,Meat,Pork,10.0,-10.0,-100.0,,
2021-12-15,Bakery,Cake,1000.0,-10.0,-10000.0,XXXX,Cash
2022-11-14,Dairy,Butter,18.0,-10.0,-180.0,CUST1028,INVALID
2021-02-14,Frozen,Frozen Veg,1000.0,-10.0,-10000.0,XXXX,
2023-07-03,Frozen,Frozen Veg,-5.0,489.88,-2449.4,,Card
2022-06-03,Snacks,Chips,1000.0,-10.0,-10000.0,,Wallet
2021-02-07,Snacks,Chocolate,-5.0,99999.0,-499995.0,,UPI
2022-04-09,Frozen,Frozen Pizza,2.0,394.25,788.5,CUST6034,Card
2021-03-12,Frozen,Frozen Pizza,8.0,239.26,1914.08,XXXX,INVALID
2021-12-26,Bakery,Donut,1000.0,99999.0,99999000.0,CUST4328,Cash
2023-04-29,Meat,Pork,1000.0,340.83,340830.0,,INVALID
2022-05-06,Frozen,Ice Cream,6.0,-10.0,-60.0,CUST9031,Card
2021-01-06,Vegetables,Tomato,1000.0,-10.0,-10000.0,CUST5933,Wallet
2023-07-10,Frozen,Frozen Fish,1000.0,413.11,413110.0,,Card
2023-04-02,Meat,Lamb,1000.0,-10.0,-10000.0,,Cash
2022-01-21,Snacks,Chips,7.0,99999.0,699993.0,CUST4536,UPI
2022-06-22,Fruits,Orange,-5.0,277.96,-1389.8,CUST2863,
2021-11-18,Fruits,Mango,,-10.0,,,Cash
2023-04-26,Vegetables,Carrot,6.0,-10.0,-60.0,,UPI
2022-03-20,Vegetables,Carrot,7.0,-10.0,-70.0,,Card
2021-07-13,Bakery,Donut,1000.0,,,CUST9899,UPI
2023-10-06,Bakery,Cake,15.0,-10.0,-150.0,CUST4647,INVALID
2022-10-31,Meat,Pork,,-10.0,,,Wallet
2021-08-08,Vegetables,Onion,,-10.0,,XXXX,
2021-06-12,Frozen,Ice Cream,9.0,,,,Card
2023-02-24,Bakery,Donut,8.0,,,XXXX,Cash
2021-08-26,Snacks,Nuts,,99999.0,,XXXX,Wallet
2021-02-16,Vegetables,Carrot,1000.0,99999.0,99999000.0,CUST4201,Card
2021-03-06,Fruits,Mango,,,,,Card
2023-10-01,Bakery,Cake,9.0,-10.0,-90.0,CUST5029,Card
2021-07-15,Meat,Chicken,-5.0,,,CUST9709,Wallet
2021-03-19,Bakery,Cake,9.0,461.81,4156.29,,Cash
2023-07-05,Fruits,Apple,-5.0,,,XXXX,Wallet
2021-10-11,Dairy,Cream,8.0,-10.0,-80.0,CUST7384,INVALID
2022-09-05,Vegetables,Potato,1000.0,65.34,65340.0,,
2023-09-16,Vegetables,Spinach,1000.0,-10.0,-10000.0,XXXX,Card
2023-11-08,Beverages,Juice,-5.0,-10.0,50.0,CUST1099,INVALID
2022-05-26,Bakery,Croissant,,277.02,,XXXX,Card
2021-01-02,Vegetables,Spinach,,99999.0,,XXXX,Card
2021-11-05,Snacks,Candy,1000.0,99999.0,99999000.0,,
2023-03-22,Bakery,Cake,-5.0,-10.0,50.0,CUST9008,Wallet
2022-03-11,Meat,Beef,-5.0,-10.0,50.0,XXXX,INVALID
2021-01-04,Beverages,Coke,19.0,99999.0,1899981.0,CUST4101,Cash
2021-08-31,Beverages,Water,19.0,332.05,6308.95,XXXX,Cash
2023-02-27,Frozen,Frozen Pizza,17.0,-10.0,-170.0,CUST8024,
2022-09-03,Fruits,Mango,,246.19,,CUST2381,
2022-08-16,Meat,Chicken,1000.0,99999.0,99999000.0,XXXX,Cash
2022-09-18,Snacks,Candy,14.0,345.26,4833.639999999999,CUST7963,Card
2023-11-16,Beverages,Juice,,99999.0,,XXXX,UPI
2023-10-06,Fruits,Mango,1000.0,433.08,433080.0,,UPI
2023-12-27,Frozen,Frozen Meat,,99999.0,,CUST9247,Wallet
2021-05-22,Fruits,Grapes,1000.0,-10.0,-10000.0,,INVALID
2023-03-22,Vegetables,Potato,1000.0,73.72,73720.0,,Cash
2022-01-20,Fruits,Grapes,-5.0,99999.0,-499995.0,XXXX,INVALID
2022-09-10,Fruits,Orange,-5.0,-10.0,50.0,,INVALID
2023-12-04,Fruits,Banana,1000.0,,,XXXX,Card
2022-11-21,Fruits,Orange,-5.0,99999.0,-499995.0,CUST5709,Card
2021-03-03,Beverages,Pepsi,7.0,,,,Wallet
2022-06-07,Meat,Lamb,,475.63,,XXXX,UPI
2022-06-03,Vegetables,Spinach,5.0,-10.0,-50.0,CUST3839,Card
2021-02-13,Dairy,Cream,20.0,450.57,9011.4,,Wallet
2022-06-07,Frozen,Frozen Pizza,12.0,99999.0,1199988.0,,Card
2021-03-02,Snacks,Nuts,-5.0,99999.0,-499995.0,XXXX,Cash
2022-11-16,Snacks,Chips,1000.0,99999.0,99999000.0,CUST1326,INVALID
2023-08-07,Bakery,Bread,1000.0,-10.0,-10000.0,,UPI
2021-02-16,Beverages,Juice,10.0,,,XXXX,INVALID
2021-12-01,Dairy,Yogurt,-5.0,349.94,-1749.7,XXXX,UPI
2023-01-04,Snacks,Chocolate,-5.0,395.45,-1977.25,CUST6625,Cash
2023-12-09,Vegetables,Tomato,,50.39,,CUST4421,UPI
2021-03-06,Meat,Lamb,-5.0,57.57,-287.85,CUST6317,UPI
2021-11-09,Beverages,Pepsi,-5.0,99999.0,-499995.0,CUST9679,INVALID
2022-05-08,Fruits,Banana,-5.0,,,CUST7180,
2021-10-22,Dairy,Butter,1000.0,99999.0,99999000.0,XXXX,Card
2022-08-07,Bakery,Croissant,,-10.0,,CUST2872,INVALID
2023-04-09,Frozen,Frozen Fish,,99999.0,,,Card
2021-11-11,Meat,Chicken,7.0,-10.0,-70.0,CUST8802,Card
2023-09-14,Meat,Beef,1000.0,,,XXXX,INVALID
2021-09-08,Beverages,Coffee,-5.0,-10.0,50.0,XXXX,Wallet
2023-12-15,Fruits,Banana,-5.0,-10.0,50.0,,UPI
2022-05-04,Vegetables,Potato,1000.0,,,CUST2529,
2023-09-23,Dairy,Milk,1000.0,323.97,323970.0,,Card
2021-04-21,Snacks,Chocolate,,-10.0,,XXXX,Wallet
2023-04-05,Fruits,Orange,,-10.0,,CUST2337,Cash
2023-05-14,Meat,Beef,5.0,137.01,685.05,CUST7670,Wallet
2023-12-17,Frozen,Frozen Pizza,,-10.0,,,Wallet
2023-03-31,Vegetables,Spinach,1000.0,99999.0,99999000.0,XXXX,Cash
2022-05-03,Beverages,Coke,1000.0,,,,Card
2021-02-04,Vegetables,Carrot,1000.0,-10.0,-10000.0,XXXX,INVALID
2021-01-29,Frozen,Frozen Meat,-5.0,,,CUST7538,Cash
2021-01-29,Frozen,Frozen Fish,1000.0,234.97,234970.0,XXXX,Wallet
2021-10-17,Snacks,Candy,-5.0,,,,UPI
2023-08-24,Fruits,Mango,,99999.0,,,UPI
2021-08-08,Vegetables,Carrot,4.0,,,CUST8935,INVALID
2021-10-13,Dairy,Milk,,-10.0,,CUST2280,Wallet
2022-08-06,Meat,Fish,1000.0,99999.0,99999000.0,XXXX,
2023-01-21,Dairy,Cheese,15.0,,,CUST5775,
2022-05-22,Beverages,Pepsi,,127.63,,XXXX,UPI
2022-06-04,Vegetables,Carrot,-5.0,,,XXXX,Card
2021-09-20,Snacks,Chocolate,3.0,,,CUST5018,INVALID
2023-07-11,Vegetables,Tomato,-5.0,99999.0,-499995.0,XXXX,
2023-09-29,Snacks,Cookies,-5.0,99999.0,-499995.0,CUST2988,
2023-04-24,Snacks,Chocolate,18.0,-10.0,-180.0,XXXX,INVALID
2022-12-16,Vegetables,Carrot,-5.0,,,CUST1361,Card
2021-10-10,Meat,Pork,18.0,,,,Cash
2023-12-09,Dairy,Cheese,17.0,,,CUST6940,Card
2023-10-25,Fruits,Banana,,,,XXXX,INVALID
2022-08-18,Snacks,Chocolate,1000.0,138.21,138210.0,XXXX,Wallet
2022-06-27,Meat,Fish,-5.0,99999.0,-499995.0,XXXX,INVALID
2022-01-04,Bakery,Bun,,-10.0,,XXXX,Cash
2021-04-20,Bakery,Bread,14.0,,,CUST8798,Card
2022-08-28,Frozen,Frozen Meat,-5.0,-10.0,50.0,,Card
2022-07-18,Fruits,Banana,-5.0,-10.0,50.0,XXXX,UPI
2021-11-12,Dairy,Butter,6.0,99999.0,599994.0,CUST3524,UPI
2021-08-16,Bakery,Croissant,-5.0,99999.0,-499995.0,CUST3279,INVALID
2023-05-24,Frozen,Frozen Meat,1000.0,-10.0,-10000.0,XXXX,
2022-10-13,Bakery,Bread,11.0,,,CUST8012,
2022-03-05,Beverages,Water,9.0,431.55,3883.9500000000003,,
2022-04-13,Dairy,Yogurt,,-10.0,,XXXX,
2023-04-14,Dairy,Cream,,204.63,,,UPI
2022-07-24,Dairy,Cream,1000.0,99999.0,99999000.0,,Wallet
2022-02-19,Bakery,Bun,18.0,-10.0,-180.0,CUST2711,INVALID
2021-04-13,Meat,Lamb,1.0,99999.0,99999.0,CUST2612,Card
2022-03-25,Beverages,Water,-5.0,,,,Wallet
2022-01-21,Dairy,Cheese,,99999.0,,CUST5739,INVALID
2021-09-10,Fruits,Banana,9.0,99999.0,899991.0,,UPI
2021-02-15,Snacks,Cookies,-5.0,-10.0,50.0,,
2023-02-06,Meat,Fish,17.0,99999.0,1699983.0,CUST7672,Card
2021-01-14,Frozen,Ice Cream,8.0,-10.0,-80.0,,
2023-03-01,Vegetables,Onion,-5.0,99999.0,-499995.0,CUST5586,Wallet
2021-03-24,Snacks,Candy,,485.63,,CUST7010,
2023-06-01,Vegetables,Potato,1000.0,,,XXXX,UPI
2021-09-11,Vegetables,Onion,5.0,141.01,705.05,,Wallet
2022-01-07,Dairy,Cream,1000.0,322.66,322660.0,XXXX,Cash
2022-02-17,Bakery,Bun,,-10.0,,CUST3614,
2021-09-15,Frozen,Ice Cream,11.0,,,,UPI
2023-05-29,Bakery,Cake,-5.0,99999.0,-499995.0,XXXX,Wallet
2021-04-25,Meat,Pork,3.0,,,XXXX,UPI
2021-05-28,Snacks,Chips,-5.0,99999.0,-499995.0,,Card
2021-02-27,Fruits,Orange,1000.0,99999.0,99999000.0,XXXX,INVALID
2022-05-19,Snacks,Chips,-5.0,,,XXXX,INVALID
2021-02-12,Vegetables,Tomato,7.0,,,CUST6701,
2023-05-18,Meat,Chicken,-5.0,,,XXXX,Cash
2023-10-11,Frozen,Frozen Pizza,,,,CUST3850,
2023-04-20,Meat,Pork,1000.0,-10.0,-10000.0,,Card
2023-08-24,Beverages,Pepsi,18.0,360.62,6491.16,XXXX,UPI
2022-04-22,Beverages,Pepsi,,,,CUST9432,INVALID
2022-11-19,Dairy,Yogurt,-5.0,317.17,-1585.8500000000001,XXXX,Cash
2023-04-25,Beverages,Coke,14.0,99999.0,1399986.0,XXXX,INVALID
2023-03-05,Beverages,Pepsi,-5.0,99999.0,-499995.0,,INVALID
2022-06-14,Frozen,Frozen Veg,,492.84,,,Cash
2022-06-26,Vegetables,Potato,13.0,99999.0,1299987.0,CUST8202,Cash
2021-09-28,Vegetables,Potato,1000.0,112.69,112690.0,XXXX,Cash
2021-04-04,Bakery,Donut,-5.0,-10.0,50.0,XXXX,Cash
2021-07-16,Dairy,Cheese,1000.0,99999.0,99999000.0,,
2021-01-06,Frozen,Frozen Pizza,,,,CUST4631,Cash
2021-06-20,Dairy,Yogurt,1000.0,99999.0,99999000.0,CUST1280,Cash
2022-11-11,Meat,Beef,5.0,99999.0,499995.0,,INVALID
2021-06-20,Bakery,Bread,16.0,,,,Wallet
2022-10-12,Dairy,Butter,15.0,99999.0,1499985.0,,Card
2022-01-26,Vegetables,Carrot,1000.0,-10.0,-10000.0,,
2023-08-07,Bakery,Donut,-5.0,56.34,-281.70000000000005,CUST9661,Wallet
2022-02-10,Bakery,Bread,13.0,,,XXXX,
2023-11-03,Frozen,Ice Cream,13.0,,,,UPI
2023-04-24,Fruits,Banana,18.0,99999.0,1799982.0,,UPI
2021-04-01,Frozen,Frozen Veg,,,,,INVALID
2023-05-09,Fruits,Mango,,295.27,,CUST2843,INVALID
2021-03-17,Beverages,Water,-5.0,,,XXXX,Wallet
2022-03-30,Frozen,Ice Cream,-5.0,,,XXXX,Cash
2021-10-12,Bakery,Cake,8.0,,,CUST1829,
2021-10-09,Bakery,Donut,,318.92,,XXXX,Cash
2022-09-18,Snacks,Nuts,19.0,325.62,6186.78,CUST3241,INVALID
2022-04-25,Fruits,Grapes,,-10.0,,XXXX,Wallet
2021-07-01,Meat,Lamb,1000.0,,,,Wallet
2023-08-20,Vegetables,Potato,-5.0,410.03,-2050.1499999999996,XXXX,
2022-11-12,Beverages,Pepsi,,-10.0,,CUST5272,Cash
2022-07-10,Bakery,Bread,15.0,99999.0,1499985.0,CUST1448,UPI
2023-12-11,Vegetables,Onion,-5.0,,,,Card
2021-03-31,Bakery,Bread,14.0,,,XXXX,Card
2023-06-02,Beverages,Pepsi,-5.0,194.79,-973.9499999999999,CUST1734,INVALID
2022-09-19,Beverages,Juice,-5.0,428.61,-2143.05,,INVALID
2023-10-09,Frozen,Ice Cream,13.0,,,,
2023-12-14,Snacks,Candy,-5.0,98.51,-492.55,XXXX,Card
2023-05-27,Beverages,Water,4.0,-10.0,-40.0,CUST4674,INVALID
2022-09-01,Beverages,Coke,,,,,INVALID
2023-03-01,Beverages,Coffee,5.0,,,CUST5100,UPI
2021-04-08,Dairy,Butter,10.0,99999.0,999990.0,XXXX,
2023-11-04,Beverages,Water,13.0,250.01,3250.13,XXXX,INVALID
2022-12-17,Bakery,Bun,,99999.0,,XXXX,UPI
2021-09-01,Frozen,Frozen Fish,,99999.0,,XXXX,Wallet
2023-01-24,Meat,Pork,,-10.0,,,Cash
2021-01-04,Fruits,Apple,14.0,354.31,4960.34,CUST3834,Card
2021-02-24,Dairy,Cheese,16.0,,,CUST6871,Card
2022-06-13,Frozen,Frozen Meat,,,,,
2023-04-17,Beverages,Coffee,1000.0,-10.0,-10000.0,XXXX,Wallet
2021-10-10,Dairy,Milk,-5.0,99999.0,-499995.0,,
2023-12-03,Bakery,Bread,-5.0,,,CUST2729,Wallet
2023-02-26,Beverages,Pepsi,,,,CUST9444,UPI
2021-12-26,Meat,Beef,6.0,99999.0,599994.0,CUST2574,UPI
2021-09-01,Snacks,Cookies,20.0,,,,
2023-02-17,Snacks,Cookies,,-10.0,,CUST4824,Cash
2022-03-18,Beverages,Pepsi,,99999.0,,,Wallet
2022-03-28,Bakery,Croissant,1000.0,,,,
2022-02-14,Meat,Chicken,,99999.0,,,UPI
2022-11-13,Beverages,Juice,18.0,-10.0,-180.0,CUST3880,Cash
2022-08-20,Dairy,Cheese,1000.0,99999.0,99999000.0,XXXX,Card
2023-10-18,Snacks,Candy,2.0,16.99,33.98,XXXX,Wallet
2022-10-07,Snacks,Candy,,-10.0,,,UPI
2022-03-09,Snacks,Chips,1000.0,320.12,320120.0,CUST3869,INVALID
2021-05-12,Meat,Beef,,396.55,,,Wallet
2022-06-01,Vegetables,Onion,,31.64,,,
2022-04-25,Frozen,Frozen Fish,-5.0,261.32,-1306.6,,UPI
2021-03-25,Frozen,Ice Cream,3.0,-10.0,-30.0,XXXX,
2021-03-10,Vegetables,Onion,,,,,Card
2023-10-08,Frozen,Frozen Fish,1000.0,,,,Card
2023-07-20,Snacks,Nuts,,99999.0,,,Wallet
2023-08-06,Vegetables,Tomato,-5.0,,,,Wallet
2022-08-09,Fruits,Grapes,,264.82,,,
2023-05-02,Frozen,Ice Cream,13.0,-10.0,-130.0,XXXX,
2022-08-06,Dairy,Yogurt,-5.0,113.06,-565.3,,Card
2022-05-05,Meat,Beef,1000.0,-10.0,-10000.0,,Card
2023-03-28,Fruits,Apple,-5.0,,,CUST5342,UPI
2022-10-18,Frozen,Frozen Pizza,-5.0,99999.0,-499995.0,,Cash
2022-06-28,Bakery,Cake,-5.0,-10.0,50.0,XXXX,Cash
2022-10-31,Snacks,Nuts,-5.0,,,,Wallet
2021-09-20,Vegetables,Onion,,387.82,,,UPI
2021-07-24,Fruits,Orange,1000.0,-10.0,-10000.0,,
2022-07-19,Bakery,Bread,1000.0,405.31,405310.0,,
2021-03-29,Snacks,Nuts,1000.0,379.82,379820.0,CUST8319,Cash
2021-01-25,Beverages,Coffee,,-10.0,,CUST1022,Cash
2023-02-19,Dairy,Cream,4.0,,,XXXX,Card
2023-01-11,Beverages,Water,-5.0,,,CUST4132,Cash
2023-03-08,Frozen,Frozen Pizza,,-10.0,,,
2021-12-23,Fruits,Mango,-5.0,149.25,-746.25,,
2022-01-10,Meat,Lamb,1000.0,-10.0,-10000.0,XXXX,UPI
2023-06-11,Frozen,Frozen Veg,,,,CUST7577,Cash
2021-03-27,Dairy,Cream,13.0,431.33,5607.29,XXXX,INVALID
