date,category,product,quantity,price,total,customerid,paymentmethod
2022-05-04,Vegetables,Potato,1000.0,242.135,50.0,CUST2529,Card
2023-09-23,Dairy,Milk,1000.0,323.97,323970.0,XXXX,Card
2021-04-21,Snacks,Chocolate,11.0,-10.0,50.0,XXXX,Wallet
2023-04-05,Fruits,Orange,11.0,-10.0,50.0,CUST2337,Cash
2023-05-14,Meat,Beef,5.0,137.01,685.05,CUST7670,Wallet
2023-12-17,Frozen,Frozen Pizza,11.0,-10.0,50.0,XXXX,Wallet
2023-03-31,Vegetables,Spinach,1000.0,99999.0,99999000.0,XXXX,Cash
2022-05-03,Beverages,Coke,1000.0,242.135,50.0,XXXX,Card
2021-02-04,Vegetables,Carrot,1000.0,-10.0,-10000.0,XXXX,INVALID
2021-01-29,Frozen,Frozen Meat,-5.0,242.135,50.0,CUST7538,Cash
2021-01-29,Frozen,Frozen Fish,1000.0,234.97,234970.0,XXXX,Wallet
2021-10-17,Snacks,Candy,-5.0,242.135,50.0,XXXX,UPI
2023-08-24,Fruits,Mango,11.0,99999.0,50.0,XXXX,UPI
2021-08-08,Vegetables,Carrot,4.0,242.135,50.0,CUST8935,INVALID
2021-10-13,Dairy,Milk,11.0,-10.0,50.0,CUST2280,Wallet
2022-08-06,Meat,Fish,1000.0,99999.0,99999000.0,XXXX,Card
2023-01-21,Dairy,Cheese,15.0,242.135,50.0,CUST5775,Card
2022-05-22,Beverages,Pepsi,11.0,127.63,50.0,XXXX,UPI
2021-09-20,Snacks,Chocolate,3.0,242.135,50.0,CUST5018,INVALID
2023-07-11,Vegetables,Tomato,-5.0,99999.0,-499995.0,XXXX,Card
2023-04-24,Snacks,Chocolate,18.0,-10.0,-180.0,XXXX,INVALID
2022-12-16,Vegetables,Carrot,-5.0,242.135,50.0,CUST1361,Card
2021-10-10,Meat,Pork,18.0,242.135,50.0,XXXX,Cash
2023-12-09,Dairy,Cheese,17.0,242.135,50.0,CUST6940,Card
2023-10-25,Fruits,Banana,11.0,242.135,50.0,XXXX,INVALID
2022-08-18,Snacks,Chocolate,1000.0,138.21,138210.0,XXXX,Wallet
2022-06-27,Meat,Fish,-5.0,99999.0,-499995.0,XXXX,INVALID
2022-01-04,Bakery,Bun,11.0,-10.0,50.0,XXXX,Cash
2021-04-20,Bakery,Bread,14.0,242.135,50.0,CUST8798,Card
2022-08-28,Frozen,Frozen Meat,-5.0,-10.0,50.0,XXXX,Card
2022-07-18,Fruits,Banana,-5.0,-10.0,50.0,XXXX,UPI
2021-11-12,Dairy,Butter,6.0,99999.0,599994.0,CUST3524,UPI
2021-08-16,Bakery,Croissant,-5.0,99999.0,-499995.0,CUST3279,INVALID
2023-05-24,Frozen,Frozen Meat,1000.0,-10.0,-10000.0,XXXX,Card
2022-10-13,Bakery,Bread,11.0,242.135,50.0,CUST8012,Card
2022-03-05,Beverages,Water,9.0,431.55,3883.95,XXXX,Card
2022-04-13,Dairy,Yogurt,11.0,-10.0,50.0,XXXX,Card
2023-04-14,Dairy,Cream,11.0,204.63,50.0,XXXX,UPI
2022-07-24,Dairy,Cream,1000.0,99999.0,99999000.0,XXXX,Wallet
2022-02-19,Bakery,Bun,18.0,-10.0,-180.0,CUST2711,INVALID
2022-03-25,Beverages,Water,-5.0,242.135,50.0,XXXX,Wallet
2022-01-21,Dairy,Cheese,11.0,99999.0,50.0,CUST5739,INVALID
2021-09-10,Fruits,Banana,9.0,99999.0,899991.0,XXXX,UPI
2021-02-15,Snacks,Cookies,-5.0,-10.0,50.0,XXXX,Card
2023-02-06,Meat,Fish,17.0,99999.0,1699983.0,CUST7672,Card
2021-01-14,Frozen,Ice Cream,8.0,-10.0,-80.0,XXXX,Card
2023-03-01,Vegetables,Onion,-5.0,99999.0,-499995.0,CUST5586,Wallet
2021-03-24,Snacks,Candy,11.0,485.63,50.0,CUST7010,Card
2023-06-01,Vegetables,Potato,1000.0,242.135,50.0,XXXX,UPI
2021-09-11,Vegetables,Onion,5.0,141.01,705.05,XXXX,Wallet
2022-01-07,Dairy,Cream,1000.0,322.66,322660.0,XXXX,Cash
2022-02-17,Bakery,Bun,11.0,-10.0,50.0,CUST3614,Card
2021-09-15,Frozen,Ice Cream,11.0,242.135,50.0,XXXX,UPI
2023-05-29,Bakery,Cake,-5.0,99999.0,-499995.0,XXXX,Wallet
2021-04-25,Meat,Pork,3.0,242.135,50.0,XXXX,UPI
2021-05-28,Snacks,Chips,-5.0,99999.0,-499995.0,XXXX,Card
2021-02-27,Fruits,Orange,1000.0,99999.0,99999000.0,XXXX,INVALID
2022-05-19,Snacks,Chips,-5.0,242.135,50.0,XXXX,INVALID
2021-02-12,Vegetables,Tomato,7.0,242.135,50.0,CUST6701,Card
2023-05-18,Meat,Chicken,-5.0,242.135,50.0,XXXX,Cash
2023-10-11,Frozen,Frozen Pizza,11.0,242.135,50.0,CUST3850,Card
2023-04-20,Meat,Pork,1000.0,-10.0,-10000.0,XXXX,Card
2023-08-24,Beverages,Pepsi,18.0,360.62,6491.16,XXXX,UPI
2022-04-22,Beverages,Pepsi,11.0,242.135,50.0,CUST9432,INVALID
2022-11-19,Dairy,Yogurt,-5.0,317.17,-1585.85,XXXX,Cash
2023-04-25,Beverages,Coke,14.0,99999.0,1399986.0,XXXX,INVALID
2023-03-05,Beverages,Pepsi,-5.0,99999.0,-499995.0,XXXX,INVALID
2022-06-14,Frozen,Frozen Veg,11.0,492.84,50.0,XXXX,Cash
2022-06-26,Vegetables,Potato,13.0,99999.0,1299987.0,CUST8202,Cash
2021-09-28,Vegetables,Potato,1000.0,112.69,112690.0,XXXX,Cash
2021-07-16,Dairy,Cheese,1000.0,99999.0,99999000.0,XXXX,Card
2021-01-06,Frozen,Frozen Pizza,11.0,242.135,50.0,CUST4631,Cash
2021-06-20,Dairy,Yogurt,1000.0,99999.0,99999000.0,CUST1280,Cash
2022-11-11,Meat,Beef,5.0,99999.0,499995.0,XXXX,INVALID
2021-06-20,Bakery,Bread,16.0,242.135,50.0,XXXX,Wallet
2022-10-12,Dairy,Butter,15.0,99999.0,1499985.0,XXXX,Card
2022-01-26,Vegetables,Carrot,1000.0,-10.0,-10000.0,XXXX,Card
2023-08-07,Bakery,Donut,-5.0,56.34,-281.70000000000005,CUST9661,Wallet
2022-02-10,Bakery,Bread,13.0,242.135,50.0,XXXX,Card
2023-11-03,Frozen,Ice Cream,13.0,242.135,50.0,XXXX,UPI
2023-04-24,Fruits,Banana,18.0,99999.0,1799982.0,XXXX,UPI
2021-04-01,Frozen,Frozen Veg,11.0,242.135,50.0,XXXX,INVALID
2023-05-09,Fruits,Mango,11.0,295.27,50.0,CUST2843,INVALID
2021-03-17,Beverages,Water,-5.0,242.135,50.0,XXXX,Wallet
2022-03-30,Frozen,Ice Cream,-5.0,242.135,50.0,XXXX,Cash
2021-10-12,Bakery,Cake,8.0,242.135,50.0,CUST1829,Card
2021-10-09,Bakery,Donut,11.0,318.92,50.0,XXXX,Cash
2022-09-18,Snacks,Nuts,19.0,325.62,6186.78,CUST3241,INVALID
2022-04-25,Fruits,Grapes,11.0,-10.0,50.0,XXXX,Wallet
2021-07-01,Meat,Lamb,1000.0,242.135,50.0,XXXX,Wallet
2023-08-20,Vegetables,Potato,-5.0,410.03,-2050.15,XXXX,Card
2022-11-12,Beverages,Pepsi,11.0,-10.0,50.0,CUST5272,Cash
2022-07-10,Bakery,Bread,15.0,99999.0,1499985.0,CUST1448,UPI
2023-12-11,Vegetables,Onion,-5.0,242.135,50.0,XXXX,Card
2021-03-31,Bakery,Bread,14.0,242.135,50.0,XXXX,Card
2023-06-02,Beverages,Pepsi,-5.0,194.79,-973.95,CUST1734,INVALID
2022-09-19,Beverages,Juice,-5.0,428.61,-2143.05,XXXX,INVALID
2023-10-09,Frozen,Ice Cream,13.0,242.135,50.0,XXXX,Card
2023-12-14,Snacks,Candy,-5.0,98.51,-492.55,XXXX,Card
2023-05-27,Beverages,Water,4.0,-10.0,-40.0,CUST4674,INVALID
2022-09-01,Beverages,Coke,11.0,242.135,50.0,XXXX,INVALID
2023-03-01,Beverages,Coffee,5.0,242.135,50.0,CUST5100,UPI
2021-04-08,Dairy,Butter,10.0,99999.0,999990.0,XXXX,Card
2023-11-04,Beverages,Water,13.0,250.01,3250.13,XXXX,INVALID
2022-12-17,Bakery,Bun,11.0,99999.0,50.0,XXXX,UPI
2021-09-01,Frozen,Frozen Fish,11.0,99999.0,50.0,XXXX,Wallet
2023-01-24,Meat,Pork,11.0,-10.0,50.0,XXXX,Cash
2021-01-04,Fruits,Apple,14.0,354.31,4960.34,CUST3834,Card
2021-02-24,Dairy,Cheese,16.0,242.135,50.0,CUST6871,Card
2022-06-13,Frozen,Frozen Meat,11.0,242.135,50.0,XXXX,Card
2023-04-17,Beverages,Coffee,1000.0,-10.0,-10000.0,XXXX,Wallet
2021-10-10,Dairy,Milk,-5.0,99999.0,-499995.0,XXXX,Card
2023-12-03,Bakery,Bread,-5.0,242.135,50.0,CUST2729,Wallet
2023-02-26,Beverages,Pepsi,11.0,242.135,50.0,CUST9444,UPI
2021-12-26,Meat,Beef,6.0,99999.0,599994.0,CUST2574,UPI
2021-09-01,Snacks,Cookies,20.0,242.135,50.0,XXXX,Card
2023-02-17,Snacks,Cookies,11.0,-10.0,50.0,CUST4824,Cash
2022-03-18,Beverages,Pepsi,11.0,99999.0,50.0,XXXX,Wallet
2022-03-28,Bakery,Croissant,1000.0,242.135,50.0,XXXX,Card
